Sample_ID,Genome,Study,Country,Region,Year,Accession,Database,Continent,updated_arc,updated_Subtype
PH0989-C.g446,PH0989-C,1052-PF-TRAC-WHITE,Cambodia,Pailin,2012,ERR246566,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg6-DBLd1-CIDRg1-DBLz6-DBLe6,DBLa2-CIDRa1.8 head structure with DBLg6
PH0990-C.g1891,PH0990-C,1052-PF-TRAC-WHITE,Cambodia,Pailin,2012,ERR246567,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg6,DBLa2-CIDRa1.8 head structure with DBLg6
PH0991-C.g1046,PH0991-C,1052-PF-TRAC-WHITE,Cambodia,Pailin,2012,ERR246568,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg6-DBLd1-CIDRg1-DBLz6-DBLe6,DBLa2-CIDRa1.8 head structure with DBLg6
PH1001-C.g958,PH1001-C,1052-PF-TRAC-WHITE,Cambodia,Pailin,2012,ERR337559,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg6-DBLd1-CIDRg1-DBLz6-DBLe6,DBLa2-CIDRa1.8 head structure with DBLg6
PH1002-C.g1759,PH1002-C,1052-PF-TRAC-WHITE,Cambodia,Pailin,2012,ERR246562,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg6-DBLd1-CIDRg1-DBLz6-DBLe6,DBLa2-CIDRa1.8 head structure with DBLg6
PH1032-C.g78,PH1032-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2012,ERR337581,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb3,DBLa2-CIDRa1.1 head structure with DBLg6
PH1086-C.g654,PH1086-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,ERR386525,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
PH1089-C.g1055,PH1089-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,ERR386528,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
PH1105-C.g1363,PH1105-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2012,ERR386531,megaDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg6,DBLa2-CIDRa1.8 head structure with DBLg6
PH1136-C.g324,PH1136-C,1052-PF-TRAC-WHITE,Cambodia,Pailin,2011,ERR426026,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg6-DBLd1-CIDRg1-DBLz6-DBLe6,DBLa2-CIDRa1.8 head structure with DBLg6
PH1147-C.g133,PH1147-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2013,ERR539605,megaDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg6-DBLd1-CIDRg10,DBLa2-CIDRa1.8 head structure with DBLg6
PH1153-C.g195,PH1153-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2013,ERR539609,megaDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg6-DBLd1,DBLa2-CIDRa1.8 head structure with DBLg6
PH1160-C.g618,PH1160-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2013,ERR539616,megaDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg6-DBLd1,DBLa2-CIDRa1.8 head structure with DBLg6
PH1164-C.g662,PH1164-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2013,ERR539708,megaDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg6,DBLa2-CIDRa1.8 head structure with DBLg6
PH1169-C.g635,PH1169-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2013,ERR539710,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6,DBLa2-CIDRa1.1 head structure with DBLg6
PH1188-C.g82,PH1188-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,ERR539600,megaDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4,DBLa2-CIDRa1.8 head structure with DBLg4
PH1201-C.g154,PH1201-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,ERR539613,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg4
PH1201-C.g853,PH1201-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,ERR539613,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
PH1218-C.g193,PH1218-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,ERR539604,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLz4,DBLa2-CIDRa1.1 head structure with DBLg4
PH1218-C.g857,PH1218-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,ERR539604,megaDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg6,DBLa2-CIDRa1.8 head structure with DBLg6
PH1224-C.g778,PH1224-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,ERR539601,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
PH1229-C.g869,PH1229-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,ERR539603,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
PH1253-C.g192,PH1253-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,ERR539615,megaDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg4
PH1309-C.g488,PH1309-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2013,ERR539621,megaDB,Asia,DBLa1.2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa1.2-CIDRa1.1 head structure with DBLg4
PH1310-C.g158,PH1310-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2013,ERR539632,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PH1313-C.g575,PH1313-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2013,ERR539675,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
PH1339-C.g506,PH1339-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,ERR539681,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
PH1341-C.g628,PH1341-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,ERR539670,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
PH1347-C.g550,PH1347-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,ERR539664,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
PH1351-C.g493,PH1351-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2013,ERR539668,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
PH1357-C.g305,PH1357-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2012,ERR539688,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
PH1376-C.g604,PH1376-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,ERR539634,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
PH1379-C.g525,PH1379-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,ERR539685,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
PH1379-C.g94,PH1379-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2013,ERR539685,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg4
PH1382-C.g153,PH1382-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2012,ERR539641,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg4
PH1384-C.g246,PH1384-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2012,ERR539690,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg4
PH1387-C.g560,PH1387-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2012,ERR539694,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
PH1388-C.g520,PH1388-C,1044-PF-KH-FAIRHURST,Cambodia,Preah Vihear,2012,ERR539695,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
PK0009-C.g846,PK0009-C,1004-PF-BF-OUEDRAOGO,Burkina Faso,Haut-Bassins,2008,ERR216463,megaDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg6-DBLd1-CIDRb5,DBLa2-CIDRa1.8 head structure with DBLg6
PK0019-C.g1423,PK0019-C,1004-PF-BF-OUEDRAOGO,Burkina Faso,Haut-Bassins,2008,ERR211525,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRg4-DBLe13,DBLa2-CIDRa1.1 head structure with DBLg6
PM0018-C.g1083,PM0018-C,1001-PF-ML-DJIMDE,Mali,Koulikoro,2007,ERR012396,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg6
PM0019-C.g1008,PM0019-C,1001-PF-ML-DJIMDE,Mali,Koulikoro,2007,ERR013208,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb6,DBLa2-CIDRa1.8 head structure with DBLg4
PM0019-C.g1029,PM0019-C,1001-PF-ML-DJIMDE,Mali,Koulikoro,2007,ERR013208,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg6
PM0019-C.g738,PM0019-C,1001-PF-ML-DJIMDE,Mali,Koulikoro,2007,ERR013208,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg6-DBLg11-DBLd1-CIDRb6,DBLa2-CIDRa1.8 head structure with DBLg6
PM0020-C.g1556,PM0020-C,1001-PF-ML-DJIMDE,Mali,Koulikoro,2007,ERR013215,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
PM0024-C.g530,PM0024-C,1001-PF-ML-DJIMDE,Mali,Koulikoro,2007,ERR012249,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
PM0034-C.g3066,PM0034-C,1001-PF-ML-DJIMDE,Mali,Bamako,2007,ERR013197,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
PM0037-C.g1404,PM0037-C,1001-PF-ML-DJIMDE,Mali,Bamako,2007,ERR013210,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLe14-DBLe3,DBLa2-CIDRa1.1 head structure with DBLg4
PM0038-C.g1481,PM0038-C,1001-PF-ML-DJIMDE,Mali,Bamako,2007,ERR012262,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1,DBLa2-CIDRa1.1 head structure with DBLg4
PM0049-C.g290,PM0049-C,1001-PF-ML-DJIMDE,Mali,Bamako,2007,ERR015377,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb5,DBLa2-CIDRa1.1 head structure with DBLg4
PM0051-C.g542,PM0051-C,1001-PF-ML-DJIMDE,Mali,Bamako,2007,ERR211527,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg6
PM0062-C.g12,PM0062-C,1001-PF-ML-DJIMDE,Mali,Bamako,2007,ERR015425,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
PM0063-C.g123,PM0063-C,1001-PF-ML-DJIMDE,Mali,Bamako,2007,ERR015328,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg6
PM0063-C.g443,PM0063-C,1001-PF-ML-DJIMDE,Mali,Bamako,2007,ERR015328,varDB,Africa,DBLa2-DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb6,other
PM0064-C.g184,PM0064-C,1001-PF-ML-DJIMDE,Mali,Bamako,2007,ERR015392,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
PM0068-C.g23,PM0068-C,1001-PF-ML-DJIMDE,Mali,Bamako,2007,ERR199986,varDB,Africa,DBLa1.2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb3,DBLa1.2-CIDRa1.1 head structure with DBLg6
PM0073-C.g794,PM0073-C,1001-PF-ML-DJIMDE,Mali,Bamako,2007,ERR211482,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
PM0077-C.g2656,PM0077-C,1001-PF-ML-DJIMDE,Mali,Bamako,2007,ERR490336,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PM0083-C.g140,PM0083-C,1001-PF-ML-DJIMDE,Mali,Bamako,2007,ERR018901,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg6,DBLa2-CIDRa1.8 head structure with DBLg6
PM0084-C.g485,PM0084-C,1001-PF-ML-DJIMDE,Mali,Bamako,2007,ERR015423,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
PM0093-C.g117,PM0093-C,1001-PF-ML-DJIMDE,Mali,Bamako,2007,ERR199989,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6,DBLa2-CIDRa1.1 head structure with DBLg6
PM0096-C.g24,PM0096-C,1001-PF-ML-DJIMDE,Mali,Bamako,2007,ERR015424,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6,DBLa2-CIDRa1.1 head structure with DBLg6
PM0115-C.g30,PM0115-C,1001-PF-ML-DJIMDE,Mali,Koulikoro,2007,ERR015420,varDB,Africa,DBLa1.2-CIDRa1.1-DBLb12-DBLg6-DBLg11-DBLd1-CIDRb5,DBLa1.2-CIDRa1.1 head structure with DBLg6
PM0117-C.g117,PM0117-C,1001-PF-ML-DJIMDE,Mali,Koulikoro,2007,ERR199993,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz1-DBLe6,DBLa2-CIDRa1.8 head structure with DBLg4
PM0123-C.g310,PM0123-C,1001-PF-ML-DJIMDE,Mali,Koulikoro,2007,ERR015354,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz1-DBLe6,DBLa2-CIDRa1.8 head structure with DBLg4
PM0132-C.g51,PM0132-C,1001-PF-ML-DJIMDE,Mali,Koulikoro,2007,ERR018903,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRg10,DBLa2-CIDRa1.1 head structure with DBLg4
PM0136-C.g109,PM0136-C,1001-PF-ML-DJIMDE,Mali,Koulikoro,2007,ERR015435,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg6
PM0136-C.g144,PM0136-C,1001-PF-ML-DJIMDE,Mali,Koulikoro,2007,ERR015435,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRg8,DBLa2-CIDRa1.1 head structure with DBLg6
PM0136-C.g259,PM0136-C,1001-PF-ML-DJIMDE,Mali,Koulikoro,2007,ERR015435,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLe14-DBLe3,DBLa2-CIDRa1.8 head structure with DBLg4
PM0136-C.g594,PM0136-C,1001-PF-ML-DJIMDE,Mali,Koulikoro,2007,ERR015435,varDB,Africa,DBLa1.2-CIDRa1.1-DBLb12-DBLg6-DBLg9-DBLd1-CIDRg7,DBLa1.2-CIDRa1.1 head structure with DBLg6
PM0138-C.g421,PM0138-C,1001-PF-ML-DJIMDE,Mali,Koulikoro,2007,ERR015408,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1,DBLa2-CIDRa1.1 head structure with DBLg6
PM0144-C.g341,PM0144-C,1001-PF-ML-DJIMDE,Mali,Koulikoro,2007,ERR015322,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PM0144-C.g382,PM0144-C,1001-PF-ML-DJIMDE,Mali,Koulikoro,2007,ERR015322,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb7,DBLa2-CIDRa1.1 head structure with DBLg6
PM0147-C.g252,PM0147-C,1001-PF-ML-DJIMDE,Mali,Koulikoro,2007,ERR211474,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb6,DBLa2-CIDRa1.8 head structure with DBLg4
PM0151-C.g1169,PM0151-C,1001-PF-ML-DJIMDE,Mali,Mopti,2007,ERR223046,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
PM0152-C.g591,PM0152-C,1001-PF-ML-DJIMDE,Mali,Mopti,2007,ERR015344,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6,DBLa2-CIDRa1.1 head structure with DBLg6
PM0156-C.g753,PM0156-C,1001-PF-ML-DJIMDE,Mali,Mopti,2007,ERR211522,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLg14-DBLz5-DBLe4,DBLa2-CIDRa1.1 head structure with DBLg4
PM0157-C.g343,PM0157-C,1001-PF-ML-DJIMDE,Mali,Mopti,2007,ERR211468,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLz2-DBLe4,DBLa2-CIDRa1.1 head structure with DBLg4
PM0159-C.g1,PM0159-C,1001-PF-ML-DJIMDE,Mali,Mopti,2007,ERR211452,varDB,Africa,DBLa1.2-CIDRa1.1-DBLb12-DBLg6-DBLg12-DBLd1-CIDRb1,DBLa1.2-CIDRa1.1 head structure with DBLg6
PR0040-CW.g599,PR0040-CW,1031-PF-SEA-PLOWE,Bangladesh,Chittagong,2009,ERR042678,megaDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz3-DBLe12,DBLa2-CIDRa1.8 head structure with DBLg4
PR0114-C.g217,PR0114-C,1052-PF-TRAC-WHITE,Bangladesh,Chittagong,2012,ERR216644,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb5,DBLa2-CIDRa1.1 head structure with DBLg6
PR0114-C.g842,PR0114-C,1052-PF-TRAC-WHITE,Bangladesh,Chittagong,2012,ERR216644,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd3-CIDRg2-DBLz6-DBLe6,DBLa2-CIDRa1.8 head structure with DBLg4
PR0116-C.g595,PR0116-C,1052-PF-TRAC-WHITE,Bangladesh,Chittagong,2012,ERR216531,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg6-DBLd1-CIDRb4,DBLa2-CIDRa1.8 head structure with DBLg6
PR0118-C.g222,PR0118-C,1052-PF-TRAC-WHITE,Bangladesh,Chittagong,2012,ERR216532,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz3-DBLe12,DBLa2-CIDRa1.8 head structure with DBLg4
PR0120-C.g247,PR0120-C,1052-PF-TRAC-WHITE,Bangladesh,Chittagong,2012,ERR216534,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg6
PR0125-C.g4089,PR0125-C,1052-PF-TRAC-WHITE,Bangladesh,Chittagong,2012,ERR404257,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
PR0129-C.g448,PR0129-C,1052-PF-TRAC-WHITE,Bangladesh,Chittagong,2012,ERR426132,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
PR0131-C.g3814,PR0131-C,1052-PF-TRAC-WHITE,Bangladesh,Chittagong,2012,ERR404251,megaDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1,DBLa2-CIDRa1.8 head structure with DBLg4
PR0134-C.g43,PR0134-C,1052-PF-TRAC-WHITE,Bangladesh,Chittagong,2012,ERR426119,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
PR0135-C.g247,PR0135-C,1052-PF-TRAC-WHITE,Bangladesh,Chittagong,2012,ERR426065,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PR0135-C.g475,PR0135-C,1052-PF-TRAC-WHITE,Bangladesh,Chittagong,2012,ERR426065,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLz1-DBLe9,DBLa2-CIDRa1.1 head structure with DBLg4
PR0136-C.g504,PR0136-C,1052-PF-TRAC-WHITE,Bangladesh,Chittagong,2012,ERR426080,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz4,DBLa2-CIDRa1.8 head structure with DBLg4
PR0146-C.g219,PR0146-C,1052-PF-TRAC-WHITE,Bangladesh,Chittagong,2012,ERR426079,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLg14-DBLz5-DBLe4,DBLa2-CIDRa1.1 head structure with DBLg4
PR0147-C.g577,PR0147-C,1052-PF-TRAC-WHITE,Bangladesh,Chittagong,2012,ERR426092,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PR0148-C.g301,PR0148-C,1052-PF-TRAC-WHITE,Bangladesh,Chittagong,2012,ERR426000,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLz2-DBLe11-DBLe3,DBLa2-CIDRa1.1 head structure with DBLg4
PR0148-C.g654,PR0148-C,1052-PF-TRAC-WHITE,Bangladesh,Chittagong,2012,ERR426000,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
PR0153-C.g160,PR0153-C,1052-PF-TRAC-WHITE,Bangladesh,Chittagong,2012,ERR404213,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLz2-DBLe11-DBLe3,DBLa2-CIDRa1.1 head structure with DBLg4
PR0153-C.g512,PR0153-C,1052-PF-TRAC-WHITE,Bangladesh,Chittagong,2012,ERR404213,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
PR0155-C.g156,PR0155-C,1052-PF-TRAC-WHITE,Bangladesh,Chittagong,2012,ERR404241,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz3-DBLe12,DBLa2-CIDRa1.8 head structure with DBLg4
PR0157-C.g371,PR0157-C,1052-PF-TRAC-WHITE,Bangladesh,Chittagong,2012,ERR404229,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb5,DBLa2-CIDRa1.1 head structure with DBLg6
PR0158-C.g189,PR0158-C,1052-PF-TRAC-WHITE,Bangladesh,Chittagong,2012,ERR426072,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb5,DBLa2-CIDRa1.1 head structure with DBLg4
PR0160-C.g276,PR0160-C,1052-PF-TRAC-WHITE,Bangladesh,Chittagong,2012,ERR404230,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
PR0162-C.g859,PR0162-C,1052-PF-TRAC-WHITE,Bangladesh,Chittagong,2012,ERR404231,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4,DBLa2-CIDRa1.8 head structure with DBLg4
PR0163-C.g257,PR0163-C,1052-PF-TRAC-WHITE,Bangladesh,Chittagong,2012,ERR404203,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PR0166-C.g211,PR0166-C,1052-PF-TRAC-WHITE,Bangladesh,Chittagong,2012,ERR426123,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb6,DBLa2-CIDRa1.8 head structure with DBLg4
PT0003-CW.g720,PT0003-CW,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR045657,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4,DBLa2-CIDRa1.8 head structure with DBLg4
PT0006-CW.g630,PT0006-CW,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR045660,varDB,Africa,DBLa1.2-CIDRa1.1-DBLb12-DBLg4-DBLg2-DBLd1-CIDRb1,DBLa1.2-CIDRa1.1 head structure with DBLg4
PT0008-CW.g546,PT0008-CW,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR045662,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb5,DBLa2-CIDRa1.8 head structure with DBLg4
PT0016-CW.g554,PT0016-CW,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR042681,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
PT0029-C.g264,PT0029-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR054069,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg6
PT0029-C.g722,PT0029-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR054069,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4,DBLa2-CIDRa1.8 head structure with DBLg4
